rsq_angle,rsq_stability,_kfold
0.8159812606802082,0.9530130408422837,0
0.7925325086113119,0.9731404849414013,1
0.8025341988714522,0.9803849804709478,2
0.77337394122422,0.974849855131256,3
0.7480019159182476,0.9677697689704539,4
