d,n,f_com,H,W,M_max,mass,dMdtheta_avs,dMdtheta_0,M_min,BM,angle,int_M_stable,GM,stability
0.4146944556071789,0.9695215577027364,0.3841117618472067,1.9312599049726644,1.3906514879963774,5.0047257023246415e-16,0.0195919787051133,,-1.459990562868327,-4.952629741767328,0.1082343923011193,180.0,-8.019885300786594,0.1939493529295832,74.5198116455325
0.2425072011117345,1.1954362484900334,0.6567395076543183,2.7132989107456607,3.58095372667332,7.27745719720589,0.0467295209395571,,9.916728140450402,-5.40256687791573,0.4252159767245613,0.0,3.6759111126194384,-0.5577728150957433,-212.21548907546733
0.4412226865885278,0.9363449594460564,0.6721378282517626,1.4461875789178658,3.7446170531631857,6.55076839754665,0.0409098541743074,8.23703708406592,-11.66875408407338,-5.8793902500328565,1.0737725778474747,92.65459281989526,-5.681558087579116,0.7684850018612176,285.230889221837
0.689482817704023,0.8826515383920639,0.6487388939877559,1.210220579350553,2.5303393461894497,1.1497558513171091,0.034526192933612,2.3809256864443307,-8.409095250476629,-2.228434281865675,0.7643029631380319,86.46626113216462,-2.0702539617932048,0.6526573606910171,243.55697909253678
0.4973047797058726,0.7808043767305233,0.2359776559222299,2.502149482435442,1.5057768630570585,7.886234440026703e-16,0.0290385805103404,,-8.644336835914288,-14.019719773896464,0.1037943369437494,180.0,-25.53302374662416,0.7965363468905347,297.68455220585287
0.5737735362945589,0.9658042343472558,0.5354533588890673,2.3990525392062034,3.695100772467838,2.5175286866239096e-15,0.0904600925075886,,-23.620323129939,-13.758496452201063,0.7097609612851029,180.0,-23.9719170543085,0.6620930385111373,261.1131878729564
0.6526391457628885,1.329545863258312,0.3646608342028999,1.767261922487333,1.1179524785312152,7.58291773079491e-16,0.0264452338416338,,-3.160891427224769,-5.577750562892356,0.0901082241084084,180.0,-9.839663639100252,0.3011080795467709,119.52593976493601
0.4881127017471243,0.4754247991004858,0.5424611817460703,1.2809966948381255,1.6130184172730009,2.7298503830861677e-16,0.0114871041791414,,-1.3605525431333607,-1.231251427839123,0.2456365734599518,180.0,-2.3803000786760444,0.3045127725619402,118.4417344802957
0.2883822270434135,0.9754621402889796,0.4581216154478104,1.4312319773297233,1.0494145343452157,0.0605104358570128,0.0078072616053921,,0.0938963985225351,-1.2999770415484808,0.0656173289270687,0.0,-1.6554296542913969,-0.0850104715572829,-12.026803156907842
0.3061142570694863,1.3397651688529857,0.2256652772510295,2.1737034932485155,2.2326122651175884,9.099501276953893e-16,0.0303326527845019,,-5.133897159263282,-12.080126931597668,0.2359249930665172,180.0,-19.60504143566485,0.4495802957857639,169.25315420767893
0.2870765217917856,1.1850880489863118,0.1703715521188606,1.2823288934593045,3.588514346041193,4.211330017882146,0.0254492044855877,10.07299891948105,-11.483499506406792,-9.469871136914431,0.9655233277276984,131.8686090401024,-13.38962055752179,1.1808627660550304,451.23215984649283
0.5196785514578558,0.6018969945299999,0.3228522149649851,2.879065898940522,2.8625809020304103,1.8653977617755475e-15,0.0584831448390013,,-24.65505758209104,-26.918141696696395,0.363399515081713,180.0,-53.11559650843544,1.0973448230955438,421.57544109442364
0.400268103078563,0.7602833225388819,0.5335692338490842,1.7451518865865223,2.0280965139506355,5.763017475404129e-16,0.0225225164489728,,-0.8741122581437831,-3.202823454722276,0.2315550322752311,180.0,-4.835768811490987,0.1020254200051899,38.81059472746659
0.6855766913192173,1.3263681381550445,0.7904916018256916,1.3484636893464392,1.6696592665887529,3.102354941822784,0.0320257110075,,1.516947522503602,-1.0161109759265176e-15,0.2709379262347024,0.0,4.77833318655077,-0.0889128782321821,-47.36655252238906
0.4661227910779986,0.6109941512410008,0.6080173573381868,2.3220878369148323,2.4211157387408435,9.554476340801584e-16,0.0357130584351814,,-1.9129966333073705,-4.401460580773116,0.2879480838948027,180.0,-7.395261325902489,0.1257028234111492,53.56574645600369
0.6927585171912158,1.0254354545637667,0.4278668914826231,2.4772472300678845,1.9829409815791144,1.9260611036219067e-15,0.0625159535491667,,-12.449747691576098,-15.038809954658632,0.2191054943146579,180.0,-29.525343671866853,0.5130591001366736,199.14512991927396
